all time stamps are blurred,all sensor labled are blurred,all sensor labled are blurred,all sensor labled are blurred,all sensor labled are blurred,all sensor labled are blurred,all sensor labled are blurred,all sensor labled are blurred,all sensor labled are blurred,all sensor labled are blurred,all sensor labled are blurred,all sensor labled are blurred,all sensor labled are blurred
,C1,B2,A1,A2,B3,D1,Y,B1(MV),C2(MV),D3,D2,Z
6875,115.069656,10528.3877,209.084457,1734.92688,0.845618,0.473631,3.670507,58.40625,62.375,50.25433,86.093597,1544.737061
6876,115.27079,10533.38477,209.106796,1735.34082,0.845002,0.472591,3.681677,58.40625,62.375,50.275753,86.018349,1550.024048
6877,115.552879,10533.13086,209.072327,1734.838623,0.843835,0.473194,3.68407,58.40625,62.375,50.285263,86.093796,1550.288452
6878,114.932396,10526.73242,209.036011,1735.276611,0.844892,0.474454,3.667738,58.40625,62.375,50.301979,86.075951,1546.495728
6879,115.268219,10526.88965,209.06102,1734.451904,0.845061,0.474716,3.674796,58.40625,62.375,50.316696,86.093575,1548.979736
6880,115.563889,10530.25586,209.093948,1735.310181,0.841465,0.474606,3.684496,58.40625,62.375,50.346512,86.028046,1555.634277
6881,115.383934,10531.29395,209.079529,1734.237061,0.847876,0.474441,3.677593,58.40625,62.375,50.342548,86.229942,1551.649536
6882,115.609123,10530.29297,209.08934,1735.058228,0.851924,0.474627,3.6754,58.40625,62.375,50.345619,85.943092,1550.327759
6883,115.308533,10530.08887,209.023743,1734.672241,0.853267,0.474442,3.66936,58.40625,62.375,50.353886,86.017464,1547.915771
6884,115.08593,10531.65137,209.145874,1734.725952,0.853517,0.474476,3.674095,58.40625,62.375,50.362404,86.074844,1549.302612
6885,115.74279,10529.8916,209.168365,1735.236694,0.853901,0.474647,3.675172,58.40625,62.375,50.367798,86.018341,1552.149658
6886,115.356224,10528.03418,209.093735,1734.731689,0.854052,0.474929,3.67528,58.40625,62.375,50.363327,86.018349,1552.598633
6887,115.473,10528.76953,209.082535,1734.827026,0.849545,0.475645,3.677397,58.40625,62.375,50.36528,85.718575,1553.703491
6888,115.745995,10531.45606,209.125793,1734.804199,0.846729,0.475186,3.67636,58.40625,62.375,50.363049,85.943024,1550.856812
6889,115.697609,10532.89844,209.26358,1734.728882,0.849095,0.475613,3.680964,58.40625,62.375,50.365776,85.885437,1553.722412
6890,115.42907,10528.60254,209.073502,1734.618774,0.84406,0.47584,3.67366,58.40625,62.375,50.370636,86.168793,1550.756104
6891,115.383881,10528.00977,209.124496,1734.518921,0.842693,0.473694,3.687444,58.40625,62.375,50.377491,86.245155,1558.756836
6892,115.678581,10532.64746,209.061859,1734.495728,0.842323,0.472901,3.682623,58.40625,62.375,50.375362,86.093552,1555.34082
6893,115.250656,10530.25879,209.10228,1735.035522,0.843898,0.47208,3.676393,58.40625,62.375,50.380585,86.041855,1553.385132
6894,115.895844,10529.84375,209.184662,1734.804688,0.847466,0.471816,3.67609,58.40625,62.375,50.378307,85.943039,1553.748779
6895,115.932434,10531.11523,209.144531,1734.468262,0.846747,0.473139,3.685126,58.40625,62.375,50.379116,85.947601,1556.138794
6896,115.862122,10530.21777,209.220718,1734.947632,0.849252,0.47234,3.68575,58.40625,62.375,50.379429,86.036041,1557.327637
6897,116.016815,10529.05664,209.144684,1734.821533,0.844141,0.472774,3.680777,58.40625,62.375,50.39315,86.168816,1557.331787
6898,115.642601,10530.06543,209.086609,1734.695923,0.843422,0.472635,3.685092,58.40625,62.375,50.394485,86.168816,1557.41272
6899,115.727577,10530.22852,209.02861,1734.89856,0.843483,0.472025,3.677996,58.40625,62.375,50.41201,85.957214,1554.278442
6900,115.559525,10532.24609,209.086349,1734.422485,0.840852,0.472209,3.679022,58.40625,62.375,50.41851,85.943108,1557.063721
6901,115.661552,10526.73731,209.118317,1735.365356,0.841519,0.470821,3.684763,58.40625,62.375,50.424515,85.925476,1558.825439
6902,115.92112,10530.28613,209.201431,1734.727661,0.842785,0.471053,3.684737,58.40625,62.375,50.427891,85.867874,1559.652466
6903,115.253235,10529.72168,209.033829,1734.407837,0.844592,0.472941,3.692335,58.40625,62.375,50.438374,86.018272,1563.965942
6904,115.551933,10527.67871,209.036835,1734.616089,0.842501,0.470092,3.686357,58.40625,62.375,50.448002,86.013718,1561.336304
6905,115.91835,10533.53027,209.13649,1735.173584,0.841918,0.471239,3.678538,58.40625,62.375,50.455772,86.013885,1557.622192
6906,115.934715,10532.04395,209.04953,1734.599243,0.841151,0.472791,3.677548,58.40625,62.375,50.471134,86.019508,1557.273682
6907,115.40049,10530.65332,209.023178,1734.500977,0.837547,0.472512,3.690822,58.40625,62.375,50.475483,86.019173,1562.969116
6908,115.652519,10533.03516,209.059158,1734.584351,0.84284,0.473329,3.684574,58.40625,62.375,50.470314,85.999535,1561.075806
6909,114.936691,10527.41113,209.050919,1734.910156,0.847619,0.473991,3.688512,58.40625,62.375,50.473679,85.95369,1562.554077
6910,115.569328,10527.1084,209.139771,1735.464722,0.839791,0.47343,3.681516,58.40625,62.375,50.486984,85.867851,1560.018799
6911,115.601532,10529.27637,209.189636,1735.056274,0.842532,0.474133,3.67939,58.40625,62.375,50.501915,85.944244,1562.358276
6912,115.358223,10529.21875,209.073425,1735.008789,0.841183,0.474015,3.690382,58.40625,62.375,50.512974,86.093552,1564.792969
6913,115.553268,10528.64844,209.092194,1734.983765,0.843453,0.473163,3.680779,58.40625,62.375,50.535965,86.018288,1561.518555
6914,115.379265,10529.62891,209.098282,1735.365479,0.843119,0.472853,3.685448,58.40625,62.375,50.55566,85.943092,1563.909668
6915,114.66156,10533.38867,209.09729,1734.150635,0.848598,0.472565,3.668952,58.40625,62.375,50.564072,85.938477,1560.536499
6916,115.614685,10532.17383,209.084244,1734.885132,0.847482,0.472022,3.671168,58.40625,62.375,50.572277,85.718613,1560.458984
6917,115.132042,10526.8916,209.042877,1735.442871,0.846439,0.472879,3.677602,58.40625,62.375,50.582863,85.94194,1563.679199
6918,115.380257,10527.16211,209.060852,1734.763428,0.844745,0.473842,3.668615,58.40625,62.375,50.585903,85.85376,1560.281738
6919,115.032074,10530.42481,209.07196,1735.133911,0.840935,0.473401,3.668021,58.40625,62.375,50.585289,85.93956,1559.510498
6920,115.168274,10531.73047,209.028366,1735.144897,0.839709,0.473539,3.669542,58.40625,62.375,50.5923,85.942215,1561.421753
6921,114.826767,10528.76856,209.115601,1734.917969,0.84376,0.473114,3.664345,58.40625,62.375,50.595665,85.871384,1561.433105
6922,116.03614,10532.38281,209.156158,1734.290894,0.847724,0.472824,3.659851,58.40625,62.375,50.603226,85.865234,1556.520508
6923,115.200508,10532.19141,209.09819,1735.684204,0.844708,0.473041,3.659501,58.40625,62.375,50.602711,86.019157,1557.861694
6924,115.701904,10528.10645,209.025299,1735.615601,0.839293,0.472186,3.663352,58.40625,62.375,50.620609,85.72094,1559.754028
6925,115.433983,10533.36231,208.956818,1735.213135,0.84148,0.473049,3.668591,58.40625,62.375,50.624943,86.013649,1560.040771
6926,115.321442,10527.55859,209.080612,1734.800171,0.839474,0.472271,3.662816,58.40625,62.375,50.625721,85.867874,1559.847168
6927,115.50959,10532.68164,209.15625,1735.497192,0.842732,0.471724,3.661552,58.40625,62.375,50.620522,85.867874,1558.01416
6928,115.557518,10533.51953,209.046646,1734.933594,0.840746,0.470618,3.660098,58.40625,62.375,50.628124,85.960739,1559.138916
6929,115.843971,10526.50293,209.083237,1734.869629,0.842692,0.472142,3.657318,58.40625,62.375,50.624043,85.864265,1558.078979
6930,115.790352,10531.53418,209.05397,1734.804077,0.842559,0.47213,3.662678,58.40625,62.375,50.623692,85.871414,1557.609253
6931,115.223907,10527.73828,209.204636,1734.709839,0.841898,0.470527,3.664737,58.40625,62.375,50.62606,85.944275,1558.341309
6932,115.543243,10527.33106,209.039825,1734.844971,0.841528,0.471197,3.667262,58.40625,62.375,50.622482,85.866974,1561.600464
6933,115.371803,10528.30664,209.066849,1735.157715,0.841614,0.472548,3.661363,58.40625,62.375,50.627979,85.810486,1559.395264
6934,115.418884,10529.43164,209.061478,1734.200684,0.842026,0.471861,3.663809,58.40625,62.375,50.634743,85.850235,1560.203857
6935,115.358406,10532.16797,209.186264,1735.428467,0.842965,0.471677,3.657476,58.40625,62.375,50.629307,85.792633,1558.421509
6936,115.099808,10527.65918,209.05014,1735.60083,0.843918,0.471761,3.657123,58.40625,62.375,50.633686,85.793304,1557.261108
6937,115.419807,10529.51856,209.199554,1735.462158,0.841888,0.472093,3.662233,58.40625,62.375,50.644932,85.866707,1560.337891
6938,115.798523,10530.27832,209.1035,1735.000732,0.841876,0.472656,3.658807,58.40625,62.375,50.650787,85.792633,1559.137939
6939,115.551964,10530.37012,209.224045,1735.462402,0.842632,0.471488,3.650273,58.40625,62.375,50.654396,86.010056,1557.009888
6940,115.169678,10532.84082,209.068665,1735.343872,0.843746,0.472396,3.651301,58.40625,62.375,50.650021,85.943085,1556.720947
6941,114.932579,10531.31348,209.113052,1734.726563,0.843538,0.470832,3.658731,58.40625,62.375,50.648148,85.867874,1560.224854
6942,115.732132,10533.04492,209.115906,1735.16748,0.840328,0.471845,3.651565,58.40625,62.375,50.668007,85.850235,1556.629883
6943,115.501213,10534.16895,209.104401,1734.719727,0.838854,0.471882,3.651386,58.40625,62.375,50.675838,85.943108,1557.46167
6944,115.670578,10528.61621,209.228439,1734.771362,0.839006,0.472172,3.652207,58.40625,62.375,50.686268,85.943382,1558.358765
6945,115.370232,10530.41602,209.077515,1734.87439,0.840328,0.471471,3.639215,58.40625,62.375,50.69899,85.999825,1553.729736
6946,115.594017,10526.87988,209.179672,1735.088135,0.841172,0.471906,3.646799,58.40625,62.375,50.700703,85.943336,1555.349854
6947,115.600067,10531.25,209.104156,1734.567139,0.840556,0.472154,3.650518,58.40625,62.375,50.713158,85.943092,1557.439697
6948,114.943382,10528.13672,209.013199,1734.907837,0.839938,0.472147,3.649303,58.40625,62.375,50.717648,85.957207,1558.926758
6949,115.449089,10529.71875,208.726227,1735.022705,0.844977,0.474338,3.645316,58.40625,62.375,50.713356,85.924225,1556.19458
6950,115.520958,10532.06543,208.681793,1734.256836,0.846284,0.473862,3.644698,58.40625,62.375,50.731213,85.943092,1559.388306
6951,115.660568,10532.33106,208.189758,1735.009033,0.845657,0.473664,3.649617,58.40625,62.375,50.720654,86.018356,1560.286621
6952,115.349297,10531.87207,207.907867,1735.143433,0.844355,0.47392,3.647763,58.40625,62.375,50.732525,86.018341,1557.455322
6953,115.712784,10531.78027,207.772339,1734.498291,0.845402,0.474635,3.647778,58.40625,62.375,50.743599,85.811455,1558.75
6954,116.07872,10533.55273,207.652084,1734.737061,0.840588,0.474411,3.64321,58.40625,62.375,50.749317,86.018066,1558.26001
6955,115.76638,10534.63965,207.606628,1734.842651,0.842174,0.474243,3.637835,58.40625,62.375,50.77528,86.239571,1557.165039
6956,115.516983,10535.62598,207.592865,1734.669434,0.848194,0.475708,3.647578,58.40625,62.375,50.785595,86.319344,1560.654541
6957,115.906311,10533.66406,207.631302,1735.26062,0.846185,0.47601,3.637573,58.40625,62.375,50.798126,86.17347,1557.537842
6958,116.089638,10532.22266,207.585983,1734.519531,0.846317,0.473461,3.644378,58.40625,62.375,50.805351,86.258171,1561.798706
6959,115.735641,10532.44141,207.481308,1734.833862,0.848593,0.473226,3.647477,58.40625,62.375,50.80954,86.246696,1563.601196
6960,115.826141,10530.78711,207.33226,1734.748169,0.845863,0.474308,3.651756,58.40625,62.375,50.818581,86.224953,1564.871582
6961,115.605949,10528.5791,207.166733,1734.716064,0.846846,0.474015,3.655945,58.40625,62.375,50.836391,86.243828,1567.942627
6962,115.541756,10530.64453,207.172729,1735.022217,0.848671,0.473938,3.655692,58.40625,62.375,50.838593,86.393509,1568.16333
6963,115.920441,10528.6416,207.21431,1735.19812,0.845058,0.475394,3.653866,58.40625,62.375,50.849075,86.37571,1569.483521
6964,115.560165,10529.84766,207.081802,1735.153809,0.845928,0.474452,3.660883,58.40625,62.375,50.869938,86.094864,1570.079102
6965,116.244446,10528.45508,207.121597,1734.800781,0.842805,0.475236,3.663501,58.40625,62.375,50.881786,86.112091,1573.499146
6966,115.738991,10529.36523,207.11026,1735.150635,0.847271,0.473073,3.662892,58.40625,62.375,50.902817,86.296097,1574.281128
6967,115.888763,10529.45117,207.107864,1734.842041,0.845764,0.475595,3.669505,58.40625,62.375,50.929893,86.319229,1578.152344
6968,115.379158,10531.93848,207.199844,1735.085938,0.848255,0.476045,3.67312,58.40625,62.375,50.935558,86.31459,1580.820068
6969,115.477226,10534.01465,207.065216,1735.294189,0.845934,0.476038,3.668898,58.40625,62.375,50.945335,86.240456,1578.311157
6970,115.967148,10534.0127,207.199265,1735.573486,0.844564,0.475861,3.6709,58.40625,62.375,50.968472,86.394676,1580.606079
6971,115.896622,10533.27539,207.007263,1734.867676,0.846289,0.475586,3.679989,58.40625,62.375,50.978989,86.380402,1584.030518
6972,115.603729,10533.55762,207.177719,1735.755981,0.84362,0.476143,3.682266,58.40625,62.375,50.981155,86.421593,1586.896118
6973,115.668327,10532.33106,207.163315,1734.87439,0.846139,0.477238,3.672303,58.40625,62.375,51.000751,86.244049,1584.307983
6974,115.981857,10531.50293,207.122208,1735.046265,0.849823,0.475732,3.68047,58.40625,62.375,51.019794,86.165291,1588.815552
6975,115.651985,10529.17578,207.183472,1735.419434,0.845667,0.474034,3.676934,58.40625,62.375,51.034321,86.22554,1586.85083
6976,116.214043,10534.65039,206.991623,1735.437866,0.845483,0.473605,3.685039,58.40625,62.375,51.052856,86.243851,1590.821045
6977,116.385857,10534.57715,207.213318,1734.990112,0.84672,0.474411,3.675885,58.40625,62.375,51.064571,86.333405,1590.331665
6978,115.703476,10531.43164,207.135544,1734.692993,0.845981,0.473128,3.671094,58.40625,62.375,51.078197,86.31929,1586.876465
6979,115.926208,10531.67773,207.031754,1735.574707,0.842673,0.47367,3.685924,58.40625,62.375,51.074459,86.240456,1590.913696
6980,115.680237,10529.91602,207.172546,1735.763794,0.844031,0.472947,3.680393,58.40625,62.375,51.083092,86.394524,1593.125732
6981,115.352402,10530.72363,206.999161,1736.016846,0.84815,0.472561,3.675937,58.40625,62.375,51.102642,86.31929,1590.62085
6982,115.600731,10531.86914,207.203735,1735.784058,0.844973,0.471429,3.682207,58.40625,62.375,51.123043,86.361603,1593.509399
6983,115.760712,10532.97656,207.166718,1735.535645,0.842104,0.472573,3.67953,58.40625,62.375,51.137848,86.314606,1595.088989
6984,115.896896,10531.17578,207.111725,1734.980591,0.842014,0.473379,3.680425,58.40625,62.375,51.154503,86.338318,1593.895264
6985,116.180977,10534.04883,207.150253,1735.700684,0.844704,0.473066,3.687079,58.40625,62.375,51.177891,86.318115,1598.679688
6986,115.886642,10534.55859,207.116974,1736.391846,0.839715,0.474402,3.674709,58.40625,62.375,51.189678,86.455383,1593.53894
6987,116.054756,10531.67285,207.052368,1735.32251,0.840851,0.473999,3.677647,58.40625,62.375,51.192039,86.258156,1594.107056
6988,115.375557,10530.06836,207.176483,1735.968262,0.846228,0.473497,3.663693,58.40625,62.375,51.203453,86.3237,1591.619507
6989,115.947395,10529.36328,207.034378,1734.003784,0.840555,0.471624,3.671127,58.40625,62.375,51.211319,86.168816,1594.551636
6990,115.96875,10530.6377,207.108841,1734.86792,0.840734,0.472008,3.668867,58.40625,62.375,51.234013,86.319557,1594.375977
6991,115.91243,10532.22754,207.085144,1735.714844,0.842468,0.472461,3.6717,58.40625,62.375,51.246864,86.337799,1595.471924
6992,116.255127,10528.72852,207.035217,1735.360474,0.841364,0.472669,3.674651,58.40625,62.375,51.25037,86.32283,1598.452881
6993,116.025391,10532.7666,207.074844,1735.388184,0.845166,0.473069,3.67543,58.40625,62.375,51.252819,86.46534,1596.454346
6994,115.812561,10533.20117,207.220352,1735.057495,0.848187,0.472378,3.665895,58.40625,62.375,51.25462,86.337135,1594.757446
6995,116.143265,10529.5127,207.054047,1735.949219,0.842729,0.472856,3.666312,58.40625,62.375,51.253868,86.319557,1592.911011
6996,115.797569,10531.05664,207.036331,1735.146606,0.845179,0.474455,3.669113,58.40625,62.375,51.263317,86.452126,1596.254028
6997,116.306183,10529.10742,207.158951,1735.499512,0.839313,0.473396,3.66771,58.40625,62.375,51.272751,86.389885,1596.000244
6998,115.914749,10528.51367,207.147202,1734.370728,0.840108,0.474458,3.674081,58.40625,62.375,51.283485,86.390114,1600.205078
6999,115.788185,10530.06152,207.12291,1734.614258,0.841411,0.472866,3.664942,58.40625,62.375,51.296432,86.394531,1595.855469
7000,115.329979,10531.46289,207.14357,1735.463623,0.845519,0.472803,3.667086,58.40625,62.375,51.302128,86.168816,1595.062988
7001,115.96508,10531.99414,207.177689,1734.487549,0.840981,0.472284,3.661206,58.40625,62.375,51.301037,86.244049,1595.274414
7002,115.788094,10532.96973,207.223022,1735.97168,0.842669,0.473521,3.667139,58.40625,62.375,51.304703,86.31929,1595.581421
7003,115.827431,10531.73731,207.023224,1734.767944,0.845517,0.473781,3.672403,58.40625,62.375,51.311668,86.320198,1598.453491
7004,115.794189,10531.65137,207.125992,1736.640747,0.852101,0.474132,3.673244,58.40625,62.375,51.314632,86.243164,1601.600098
7005,115.805389,10532.69141,207.155701,1735.450439,0.849627,0.476124,3.66131,58.40625,62.375,51.315842,86.24427,1593.100708
7006,115.829697,10532.96289,207.214752,1735.597534,0.850417,0.474727,3.671798,58.40625,62.375,51.32785,86.394531,1596.775635
7007,116.070702,10534.7334,207.039291,1734.935181,0.847322,0.475425,3.665131,58.40625,62.375,51.324963,86.322884,1596.778076
7008,116.658997,10532.87012,207.061111,1734.101685,0.845325,0.47589,3.667909,58.40625,62.375,51.338699,86.542938,1598.845703
7009,115.665924,10531.44336,207.249847,1735.1698,0.848401,0.475559,3.661296,58.40625,62.375,51.345268,86.452126,1597.032349
7010,116.506355,10533.72852,207.056503,1734.969727,0.843251,0.475324,3.664874,58.40625,62.375,51.342808,86.15464,1597.319824
7011,115.993431,10535.37012,207.1586,1734.673706,0.844961,0.473787,3.669024,58.40625,62.375,51.363911,86.465065,1600.263184
7012,115.629021,10530.98535,207.154419,1736.098755,0.844125,0.475288,3.666911,58.40625,62.375,51.376183,86.31929,1601.578491
7013,116.104309,10532.89258,207.005783,1735.619507,0.844336,0.474906,3.673456,58.40625,62.375,51.371422,86.465065,1602.508179
7014,115.973183,10528.24121,207.121674,1734.789551,0.840963,0.476143,3.663955,58.40625,62.375,51.371822,86.468658,1598.992798
7015,115.59156,10531.85742,207.055222,1734.542969,0.845166,0.474206,3.663693,58.40625,62.375,51.377739,86.323975,1599.336914
7016,115.844704,10533.43457,207.03067,1734.562988,0.842186,0.47174,3.669905,58.40625,62.375,51.370373,86.336922,1600.627808
7017,115.80909,10535.05371,207.102142,1735.225342,0.840701,0.475552,3.669938,58.40625,62.375,51.375824,86.620232,1600.487671
7018,115.975037,10528.70703,207.192947,1734.872803,0.844713,0.475239,3.668565,58.40625,62.375,51.384422,86.487679,1600.869385
7019,115.648582,10530.00977,207.215637,1734.927856,0.846848,0.475599,3.665239,58.40625,62.375,51.39957,86.413338,1599.469482
7020,115.727951,10529.69238,207.206757,1735.575928,0.846949,0.477096,3.661894,58.40625,62.375,51.410625,86.33345,1600.358765
7021,115.922157,10530.3252,207.089661,1735.504639,0.84745,0.477127,3.655796,58.40625,62.375,51.42194,86.301651,1596.158203
7022,115.845253,10531.83789,207.124664,1734.393066,0.84656,0.477176,3.658735,58.40625,62.375,51.433468,86.322815,1599.585815
7023,116.392479,10532.05371,207.165756,1735.127319,0.845993,0.476827,3.665775,58.40625,62.375,51.434906,86.394524,1602.877563
7024,115.540192,10534.30371,207.110794,1734.80542,0.851378,0.47695,3.666614,58.40625,62.375,51.428951,86.469765,1602.017822
7025,116.244591,10532.83398,207.202332,1734.67688,0.849927,0.476456,3.663135,58.40625,62.375,51.431198,86.183212,1602.592285
7026,115.580887,10532.61328,207.025116,1734.185181,0.846164,0.476559,3.663531,58.40625,62.375,51.436356,86.31929,1601.637207
7027,115.838409,10532.08594,207.03479,1735.337402,0.849657,0.475499,3.667707,58.40625,62.375,51.447067,86.319,1604.033447
7028,116.255096,10529.98242,207.189606,1734.622925,0.847002,0.476201,3.663805,58.40625,62.375,51.454453,86.411888,1602.825562
7029,115.81501,10530.78125,207.023132,1734.130615,0.845283,0.476219,3.667065,58.40625,62.375,51.466541,86.452126,1604.278442
7030,116.224197,10531.40918,207.162521,1734.466431,0.841727,0.477012,3.665799,58.40625,62.375,51.484127,86.380417,1607.231689
7031,116.095184,10533.87793,207.032913,1733.827026,0.842091,0.476489,3.672006,58.40625,62.375,51.488911,86.452072,1606.173218
7032,116.054085,10530.61719,207.146988,1734.903564,0.845418,0.476446,3.655596,58.40625,62.375,51.498817,86.452126,1601.749756
7033,116.243416,10530.80371,207.098633,1734.652832,0.842196,0.475919,3.660353,58.40625,62.375,51.499443,86.526184,1605.060181
7034,115.940392,10531.11035,207.076294,1734.785522,0.845401,0.475285,3.667824,58.40625,62.375,51.50539,86.399216,1606.825928
7035,115.966278,10532.26172,207.050842,1734.713867,0.844597,0.474552,3.671841,58.40625,62.375,51.518967,86.455383,1609.793579
7036,116.096024,10532.51367,206.9991,1734.869263,0.843383,0.47588,3.669372,58.40625,62.375,51.527199,86.412239,1607.938354
7037,116.156395,10530.71289,207.181549,1734.967529,0.845076,0.475356,3.671956,58.40625,62.375,51.53862,86.338165,1605.740112
7038,115.919716,10534.95117,207.00769,1734.600586,0.842061,0.474795,3.667568,58.40625,62.375,51.545406,86.395409,1608.184448
7039,116.202454,10536.09473,207.077591,1735.460571,0.845331,0.47433,3.671011,58.40625,62.375,51.558304,86.375778,1610.216431
7040,115.692513,10530.19336,207.052917,1735.304688,0.8455,0.474874,3.681906,58.40625,62.375,51.559582,86.474167,1615.576782
7041,115.837448,10531.4375,207.155884,1735.605469,0.845022,0.474884,3.669136,58.40625,62.375,51.579247,86.264046,1611.363892
7042,116.385139,10527.71777,207.017487,1735.025635,0.844438,0.475551,3.655585,58.40625,62.375,51.597725,86.318993,1608.63147
7043,115.846092,10528.54297,207.168152,1734.047852,0.84406,0.47454,3.650995,58.40625,62.375,51.596073,86.393707,1604.458374
7044,116.169342,10532.69727,207.214981,1734.744995,0.8446,0.476568,3.65434,58.40625,62.375,51.584591,86.451172,1608.345215
7045,115.623848,10533.37402,207.039993,1734.776978,0.843191,0.476412,3.658967,58.40625,62.375,51.592384,86.615822,1608.456543
7046,116.274124,10534.5166,207.12529,1735.767212,0.841465,0.476118,3.667015,58.40625,62.375,51.59819,86.530876,1612.092896
7047,116.254997,10532.71777,207.12886,1735.200684,0.840617,0.475185,3.655218,58.40625,62.375,51.61496,86.620232,1607.411377
7048,116.273994,10533.73535,207.09877,1734.445435,0.844412,0.475681,3.662616,58.40625,62.375,51.608505,86.488586,1611.101563
7049,115.423752,10527.37402,207.148315,1734.831665,0.852034,0.475085,3.65515,58.40625,62.375,51.621044,86.465355,1607.982422
7050,116.039124,10528.57129,207.020233,1734.865479,0.848234,0.473336,3.655336,58.40625,62.375,51.625526,86.248734,1607.715698
7051,115.737679,10531.89648,207.158417,1734.665283,0.848154,0.47464,3.649462,58.40625,62.375,51.632858,86.48497,1607.912598
7052,115.80365,10530.24219,207.249603,1735.297241,0.844492,0.475138,3.659126,58.40625,62.375,51.642975,86.412155,1610.509399
7053,115.85762,10533.30762,207.054703,1735.027344,0.846719,0.4767,3.652892,58.40625,62.375,51.658703,86.394524,1609.124146
7054,116.242912,10534.06152,207.03363,1734.767212,0.845707,0.47731,3.655032,58.40625,62.375,51.668331,86.323936,1609.896118
7055,116.025208,10528.7666,207.062973,1734.777344,0.843188,0.475255,3.653386,58.40625,62.375,51.679497,86.469757,1609.090332
7056,116.411018,10530.22168,207.120392,1734.459961,0.841795,0.475387,3.652444,58.40625,62.375,51.696671,86.544998,1610.581421
7057,115.920746,10533.02344,207.035736,1733.997681,0.84646,0.475476,3.655784,58.40625,62.375,51.702892,86.62178,1610.624146
7058,115.779449,10533.25977,207.107712,1735.065308,0.84991,0.474542,3.64915,58.40625,62.375,51.706329,86.616707,1609.423706
7059,115.595016,10532.87891,207.126373,1734.749512,0.853328,0.474149,3.658141,58.40625,62.375,51.709545,86.412117,1613.589966
7060,116.268349,10535.16602,207.019882,1734.683472,0.849941,0.474741,3.652786,58.40625,62.375,51.717838,86.544998,1612.144653
7061,116.425079,10527.81543,207.190964,1734.482788,0.85141,0.47609,3.640927,58.40625,62.375,51.729454,86.487396,1608.845581
7062,115.810677,10528.58789,207.14386,1734.664795,0.848972,0.475768,3.650069,58.40625,62.375,51.750622,86.676956,1612.821655
7063,116.229774,10531.57715,207.184418,1734.020996,0.849175,0.47551,3.651236,58.40625,62.375,51.76569,86.544998,1614.442993
7064,116.335342,10534.29883,207.129471,1734.735107,0.843583,0.475611,3.657019,58.40625,62.375,51.781761,86.548523,1617.234619
7065,115.993927,10530.20703,207.036835,1734.237305,0.84628,0.475634,3.654465,58.40625,62.375,51.788998,86.766006,1615.985962
7066,115.903389,10529.87402,207.137421,1734.731079,0.845115,0.474617,3.654998,58.40625,62.375,51.797977,86.639053,1618.291992
7067,116.064453,10529.6084,207.207962,1734.546509,0.849221,0.475691,3.653742,58.40625,62.375,51.801323,86.558304,1617.149536
7068,116.476784,10530.46387,207.107498,1734.348389,0.847356,0.47649,3.653769,58.40625,62.375,51.805294,86.541527,1615.346558
7069,116.225891,10530.47852,207.149673,1734.536621,0.849784,0.47492,3.654815,58.40625,62.375,51.813873,86.695198,1617.321045
7070,115.926582,10532.86719,207.142731,1735.291992,0.846857,0.474948,3.655097,58.40625,62.375,51.819401,86.616692,1617.360962
7071,116.080978,10535.2627,207.153503,1734.752319,0.847917,0.474694,3.662051,58.40625,62.375,51.835182,86.469765,1622.828735
7072,115.789421,10531.51953,207.073669,1735.18042,0.848003,0.474368,3.658697,58.40625,62.375,51.841393,86.398781,1621.40686
7073,115.522385,10529.52344,207.07695,1734.389648,0.848359,0.475041,3.657658,58.40625,62.375,51.86467,86.393425,1623.488403
7074,116.607811,10529.76172,207.004257,1735.06311,0.842703,0.474493,3.661363,58.40625,62.375,51.868858,86.319557,1622.299927
7075,115.792961,10534.16504,207.232269,1734.158081,0.844026,0.473478,3.659297,58.40625,62.375,51.873238,86.615837,1623.50293
7076,116.534935,10535.24023,207.112976,1735.115356,0.841451,0.472964,3.655374,58.40625,62.375,51.879307,86.602821,1621.443115
7077,116.286041,10530.38379,207.103912,1734.987549,0.84377,0.472001,3.655905,58.40625,62.375,51.882801,86.700172,1622.005005
7078,115.737732,10529.50977,207.103653,1734.859497,0.84424,0.472561,3.657897,58.40625,62.375,51.882957,86.677765,1623.753662
7079,115.64579,10530.28223,207.167282,1735.23999,0.845286,0.47234,3.662416,58.40625,62.375,51.88995,86.544983,1623.686035
7080,116.338829,10533.83984,207.134842,1734.681274,0.842344,0.474065,3.655179,58.40625,62.375,51.889481,86.620232,1620.966919
7081,116.225143,10534.8916,207.225281,1735.522949,0.842447,0.475001,3.647325,58.40625,62.375,51.904556,86.69635,1618.359985
7082,115.964714,10534.80273,207.02977,1735.464722,0.840072,0.47462,3.653541,58.40625,62.375,51.90353,86.620232,1621.147461
7083,115.880081,10528.91602,207.090942,1735.196289,0.839933,0.47405,3.655481,58.40625,62.375,51.908428,86.546104,1622.982056
7084,115.710754,10536.40723,207.229065,1735.202515,0.845814,0.474107,3.650719,58.40625,62.375,51.913589,86.620247,1621.135498
7085,116.130348,10536.09473,207.114624,1734.535889,0.841474,0.473105,3.649841,58.40625,62.375,51.929596,86.526192,1622.849976
7086,115.785248,10535.15137,207.048645,1734.888916,0.844797,0.473566,3.650485,58.40625,62.375,51.934483,86.527367,1621.783569
